,dialogue,label,predict_label
2530,okay i'm gonna go i'm gonna go airport figure hang around long enough someone's bound leave one plane unattended,PHOEBE,ROSS
2531,ahh come y’know what—y’know think i’m gonna go home call kathy,CHANDLER,JOEY
2532,well freak ‘cause turn odds really sucky frank alice’s like shot like literally put egg basket,PHOEBE,PHOEBE
2533,see since well land china guess who's charge dig,ROSS,ROSS
2534,great still make fun,PHOEBE,Others
2535,even nicer everyone get wear underwear,JOEY,MONICA
2536,happen don’t know maybe it’s wound,Others,PHOEBE
2537,um perhaps yes yes i'm sorry i'm sorry afraid still hang sister,PHOEBE,ROSS
2538,mine,JOEY,JOEY
2539,divorce even final yet,RACHEL,ROSS
2540,who-who want fair y'know want thing back y'know way,ROSS,RACHEL
2541,ok need two um ten spade six club,PHOEBE,ROSS
2542,horrible story,JOEY,CHANDLER
2543,waitress,Others,RACHEL
2544,i’m gonna call,ROSS,Others
2545,g’night,Others,Others
2546,ah well living room,Others,CHANDLER
2547,know guy meet coffeehouse,MONICA,MONICA
2548,stegosaurus,JOEY,Others
2549,switch thing drive crazy turn checked every outlet four don’t work mean one control switch plug thing four outlet that-that make noise way turn follow noise find one,MONICA,MONICA
2550,hey,Others,JOEY
2551,thank,ROSS,ROSS
2552,right remember something big long go difficult manuver fortunately lot experience area,JOEY,CHANDLER
2553,well y’know i’m mean need saving account,CHANDLER,RACHEL
2554,oh unfortunate,PHOEBE,PHOEBE
2555,wendy deal yeah promise wendy wendy wendy,MONICA,MONICA
2556,really,MONICA,MONICA
2557,oh god guy okay,PHOEBE,RACHEL
2558,happen,ROSS,CHANDLER
2559,that's nice tell stop call stop sending flower generally leave alone hmm,ROSS,RACHEL
2560,bet sense ready sex another guy,RACHEL,MONICA
2561,try call coffee shop answer,JOEY,Others
2562,oh god,MONICA,MONICA
2563,cause line passion line,PHOEBE,ROSS
2564,peach pit,ROSS,Others
2565,defend get another doctor one crazy fonzie,PHOEBE,CHANDLER
2566,hey,CHANDLER,JOEY
2567,oh god go away stop look,PHOEBE,CHANDLER
2568,well guess say break happen forgiven,JOEY,RACHEL
2569,so-so-so sorry gonna really stand dollar one hand dollar hand think wow it’s long time since had… dollar,JOEY,RACHEL
2570,uh uh gimme see operate drill press,PHOEBE,ROSS
2571,okay,JOEY,RACHEL
2572,hello ross,Others,RACHEL
2573,oh thing hate thing what’s thing,Others,RACHEL
2574,yeah right go first,CHANDLER,JOEY
2575,bye chandler,RACHEL,Others
2576,honey come live far away related lift right,RACHEL,MONICA
2577,airplane airport airport airport airport,CHANDLER,MONICA
2578,clear track boobie payback express next stop,JOEY,CHANDLER
2579,see pay know man wear shoe,CHANDLER,CHANDLER
2580,nod ross snore father’s boat didn’t make much noise hit rock,RACHEL,RACHEL
2581,i’m okay,MONICA,RACHEL
2582,different,ROSS,RACHEL
2583,come quite yankin,JOEY,ROSS
2584,it’s gotta first one,CHANDLER,ROSS
2585,london,JOEY,CHANDLER
2586,kid excuse uh that's that's puck,ROSS,ROSS
2587,rach,ROSS,ROSS
2588,either key,CHANDLER,RACHEL
2589,frustrate,MONICA,Others
2590,give glass lipstick mean change glass know else change come sweetie want weekend perfect mean change room can't,MONICA,MONICA
2591,okay,ROSS,RACHEL
2592,yeah get i’m five big one go,CHANDLER,ROSS
2593,it’s joshua,RACHEL,RACHEL
2594,know best know like best know maybe get outta game need guy housewares serve cheese,JOEY,MONICA
2595,know know know,MONICA,RACHEL
2596,i’m talk big big freak,CHANDLER,JOEY
2597,first time carol,ROSS,ROSS
2598,monica let go,RACHEL,ROSS
2599,nope nope i’d ah i’d rather talk yes yes go bathroom,CHANDLER,CHANDLER
2600,lunch lunch see hug give get job he's really good look gonna,ROSS,RACHEL
2601,you’re cook it’s drive people’s house empty tray ask money,PHOEBE,PHOEBE
2602,right think happen soon,CHANDLER,PHOEBE
2603,so-so really go,PHOEBE,ROSS
2604,yes i-i uh don’t,CHANDLER,ROSS
2605,oh really nothing sexually aggressive,PHOEBE,MONICA
2606,look little complicated,ROSS,RACHEL
2607,part perfect can't believe get,JOEY,CHANDLER
2608,nope,PHOEBE,CHANDLER
2609,get mine,PHOEBE,JOEY
2610,yeah,JOEY,ROSS
2611,well i'm show tat,CHANDLER,RACHEL
2612,marcel marcel okay marcel marcel,ROSS,ROSS
2613,guy woofing,JOEY,ROSS
2614,woo-yay,PHOEBE,PHOEBE
2615,where’s bed,MONICA,MONICA
2616,wow ever rescue anyone burning building,RACHEL,MONICA
2617,okay uhh tortilla chip yogurt,JOEY,RACHEL
2618,thank god,RACHEL,RACHEL
2619,hi yeah hi i'm umm phoebe buffay baby come,PHOEBE,PHOEBE
2620,date diplomat meet give free massage outside un don’t know country,PHOEBE,RACHEL
2621,yeah,JOEY,ROSS
2622,i’ve meaning ring ever since arrive umm well i’ve rather busy,Others,Others
2623,amy welch wow haven’t see since monica ready,Others,Others
2624,come show,ROSS,ROSS
2625,know phone,RACHEL,CHANDLER
2626,yep i’m tree,CHANDLER,JOEY
2627,whoa-whoa-what find place,ROSS,JOEY
2628,well seal man,CHANDLER,JOEY
2629,intense creepy,PHOEBE,Others
2630,sweet guy,PHOEBE,RACHEL
2631,nope nope that's,ROSS,CHANDLER
2632,don’t remember wanna take walk,MONICA,MONICA
2633,well she’s she’s kinda girl—joey unconscious,CHANDLER,CHANDLER
2634,eh monica feel weird y'know chandler’s friend oh oh god aw right take bed make friend,PHOEBE,RACHEL
2635,oh phone phone’s make sound hello,CHANDLER,CHANDLER
2636,okay hating,CHANDLER,RACHEL
2637,yeah he's back problem,RACHEL,ROSS
2638,noooo i'm mad i'm i'm really anything anymore,Others,RACHEL
2639,ya man,Others,JOEY
2640,cause figure hooked girl she'd leave,JOEY,JOEY
2641,honey help,RACHEL,RACHEL
2642,ohh like swimmer’s body,RACHEL,PHOEBE
2643,true story,RACHEL,MONICA
2644,know,MONICA,RACHEL
2645,oh okay,Others,PHOEBE
2646,ross,Others,RACHEL
2647,hi bos let early take train,Others,MONICA
2648,wh-what’s go,JOEY,ROSS
2649,yeah would great,RACHEL,Others
2650,okay,MONICA,RACHEL
2651,yeah y’know gonna end get divorced,PHOEBE,CHANDLER
2652,i’m say she… devil woman y’know mean think know someone turn around sleep nick nick rock hard pecs giant man-nipples hate hate well don’t hate love fault really,CHANDLER,Others
2653,think see ross think love,JOEY,RACHEL
2654,listen middle everything scream word yippee ignore,CHANDLER,ROSS
2655,okay next song’s call,Others,PHOEBE
2656,rachel i’ve see naked million time ate hot fudge naked remember i-i sucked mini-marshmallow belly button,ROSS,ROSS
2657,look phoebe,MONICA,MONICA
2658,it’s okay man strong,ROSS,JOEY
2659,oh oh,Others,PHOEBE
2660,um yeah,ROSS,PHOEBE
2661,could tell,ROSS,MONICA
2662,aww thank,MONICA,MONICA
2663,huh,ROSS,JOEY
2664,lucky six,ROSS,CHANDLER
2665,thank mon,RACHEL,RACHEL
2666,…and i-i can't take y'know i'm always afraid one gonna catch one make crazy,PHOEBE,MONICA
2667,break,ROSS,RACHEL
2668,ask long get job you’ve get nothing push get another one need fear,JOEY,Others
2669,yeah come what’s go,RACHEL,ROSS
2670,hey it’s three morning don’t know i’ve come home yet notice neither one wondering,MONICA,ROSS
2671,paint quite picture,CHANDLER,Others
2672,y'know chandler get cuff get,RACHEL,JOEY
2673,slept stripper,CHANDLER,JOEY
2674,uh-huh,PHOEBE,ROSS
2675,neither,RACHEL,JOEY
2676,would stop yell apartment ruin move day,CHANDLER,MONICA
2677,it’s bad it’s bad it’s-it’s really nice,MONICA,Others
2678,hey need violence enjoy movie long there's little nudity,JOEY,JOEY
2679,yeah it’s something pick,MONICA,ROSS
2680,rain,RACHEL,MONICA
2681,joey ross need help,ROSS,RACHEL
2682,glad could come tonight,Others,MONICA
2683,can’t would really would son can’t leave isn’t—you don’t think there’s way,ROSS,CHANDLER
2684,ohh y’know i’m-i’m glad decide hear,MONICA,RACHEL
2685,we’ll discus morning,MONICA,Others
2686,it’s little early drinkin’,ROSS,MONICA
2687,what’s flimby’s,RACHEL,MONICA
2688,throw body water gee sound fun,MONICA,MONICA
2689,wait wait courthouse,PHOEBE,PHOEBE
2690,like,CHANDLER,JOEY
2691,giant love movie,JOEY,RACHEL
2692,oh great thank,MONICA,RACHEL
2693,sweety she’s woman gumball machine,Others,CHANDLER
2694,yeah well…nah,ROSS,ROSS
2695,great maybe tomorrow rent car run puppy,CHANDLER,Others
2696,drop cup,Others,Others
2697,shhhh,Others,Others
2698,well much good,CHANDLER,Others
2699,hey y’know y’know would make really happy,ROSS,RACHEL
2700,like art,PHOEBE,Others
2701,yeah i'm sorry gotta tell little relieved,Others,RACHEL
2702,ah forbidden love man door,ROSS,CHANDLER
2703,yeah they’re fine,Others,Others
2704,i'm pretty sure,ROSS,RACHEL
2705,that’s short phoebe think call,PHOEBE,MONICA
2706,break,RACHEL,RACHEL
2707,well see tell pack bag go minsk,Others,Others
2708,that's probably they'll say,MONICA,MONICA
2709,oh oh barry good,RACHEL,RACHEL
2710,right fine um one joey,RACHEL,PHOEBE
2711,gonna,MONICA,MONICA
2712,ginger,Others,MONICA
2713,friend i-i tell,ROSS,MONICA
2714,really,CHANDLER,MONICA
2715,oh god get scranton like safety zoo take like dog cow see know harder,ROSS,PHOEBE
2716,well let’s see guy ferret that’s plural spitter oh-ho yes guy enjoy name much felt need make little noise every time say nice meet chandler bing bing great apartment chandler bing bing,CHANDLER,Others
2717,know you’re ready,ROSS,MONICA
2718,hey hey ok right that's get come god guy believe child come world build negative fighting noise first thing hearing stop yelling stop,PHOEBE,PHOEBE
2719,look joey kathy clearly fulfil emotional need casey mean grant saw back head get sense she’s-she’s smart funny get,CHANDLER,CHANDLER
2720,weenie number two unless course nine-down knight white satin sung doody blue,Others,CHANDLER
2721,well get one riled,RACHEL,JOEY
2722,oh,Others,PHOEBE
2723,know mean obviously kind unfinished business sit,PHOEBE,PHOEBE
2724,can't call leave message pride,CHANDLER,Others
2725,we'll right can't say start later,MONICA,JOEY
2726,well mindy,RACHEL,RACHEL
2727,yeah,CHANDLER,ROSS
2728,well go anyone,MONICA,RACHEL
2729,ok mute button woman,CHANDLER,ROSS
2730,no-ho-ho yeah mean no-no-no-no-no don’t worry i’m sure qualification won’t need sleep guy get job although might need convince,Others,JOEY
2731,okay,RACHEL,RACHEL
2732,oh want pad,MONICA,CHANDLER
2733,orange juice,CHANDLER,ROSS
2734,can’t fit thing that’s deep enough,Others,ROSS
2735,hey look guys i'm go anything ok cannot waitress anymore mean i'm sick lousy tip i'm sick call excuse,RACHEL,RACHEL
2736,hold one minute,MONICA,MONICA
2737,i'm hop bob show seek comfort open arm wry stranger next table,CHANDLER,Others
2738,hey come give break i'm limb,CHANDLER,CHANDLER
2739,oh yeah love jennifer van murray’s work she’s brilliantly incisive come deconstruct psyche american middle class,Others,CHANDLER
2740,okay see little version kill,CHANDLER,JOEY
2741,really,RACHEL,MONICA
2742,i’m cute,CHANDLER,MONICA
2743,yes yes thousand time yes,CHANDLER,CHANDLER
2744,hey,CHANDLER,JOEY
2745,hey guy live room know want know goal dream dream,CHANDLER,ROSS
2746,yeah okay alright,Others,ROSS
2747,oh god,MONICA,MONICA
2748,tell phone,CHANDLER,CHANDLER
2749,okay ooh y'know could,PHOEBE,PHOEBE
2750,oww,Others,RACHEL
2751,honey fault guy fight justify sleep someone,RACHEL,RACHEL
2752,oy,Others,PHOEBE
2753,go talk y'know make deal make decision say go talk,MONICA,MONICA
2754,ok noone name sleeve,Others,CHANDLER
2755,real name,CHANDLER,CHANDLER
2756,hi bring back macaroon,Others,ROSS
2757,five letter,ROSS,ROSS
2758,want baby,MONICA,JOEY
2759,uh break,RACHEL,ROSS
2760,yeah okay scott,ROSS,PHOEBE
2761,think want way though y'know mean let's say make alright i'm always gonna look back wonder talent y'know little general,JOEY,RACHEL
2762,smooth man yeah get chilie neck well want say thanks everyone this-this great hey see guy monday morning thanks joey,ROSS,ROSS
2763,burning's good,MONICA,ROSS
2764,oh ankle little chubby,JOEY,Others
2765,true,MONICA,MONICA
2766,yeah,ROSS,ROSS
2767,hey chef geller y’know little speech make day well get problem,JOEY,Others
2768,enough geography insane okay let’s play ball guy,ROSS,ROSS
2769,wait that’s-that’s that’s,Others,ROSS
2770,okay sweep,RACHEL,ROSS
2771,yeah monica actually want relationship actually use phrase that’s dad use,PHOEBE,RACHEL
2772,clear hey um join,ROSS,RACHEL
2773,sure pheebs know that's emergency pretend agent,RACHEL,JOEY
2774,say,RACHEL,JOEY
2775,oh honey don’t worry gonna make time,RACHEL,RACHEL
2776,right umm could uh start little,MONICA,MONICA
2777,bye-bye little puppet joey hand,CHANDLER,CHANDLER
2778,ohh that’s bad,PHOEBE,RACHEL
2779,no-no-no-no mean mean,RACHEL,ROSS
2780,ooh love place,PHOEBE,PHOEBE
2781,wow you’re really crazy huh,MONICA,MONICA
2782,hey,CHANDLER,JOEY
2783,well couple call last night ah don’t think gonna work,JOEY,CHANDLER
2784,‘cause really happy think think right track y’know mean think work think click y’know,RACHEL,RACHEL
2785,happy new year pheebs,ROSS,RACHEL
2786,argh,ROSS,JOEY
2787,emily nothing rachel okay love,ROSS,ROSS
2788,guy think ask ross come along,JOEY,RACHEL
2789,don’t stay don’t go soon london one day,ROSS,JOEY
2790,yeah,RACHEL,ROSS
2791,uh de-clawing cat hey tell ya let walk home we’ll stop every news stand burn every copy time post,JOEY,RACHEL
2792,like,CHANDLER,JOEY
2793,right let see chandler sex tonight count seem like work,MONICA,RACHEL
2794,ow,RACHEL,MONICA
2795,personally could gallon alan,CHANDLER,Others
2796,yeah we’re gonna go,CHANDLER,ROSS
2797,what's go,RACHEL,ROSS
2798,lucky man know miss cute nibbly noise eats like happy little squirrel weasel,JOEY,PHOEBE
2799,ooh agamemnon,PHOEBE,PHOEBE
2800,ohh god look he’s cute wanna go grab kiss kiss let know like,RACHEL,PHOEBE
2801,really mean lot oh mom don’t bite nail,MONICA,PHOEBE
2802,name one woman break real reason,PHOEBE,CHANDLER
2803,it’s ‘cause i’m jealous mean i’m i’m i’m jealous okay it’s… look guy scream actually screamed couple sit seat,ROSS,ROSS
2804,okay airport get cab woman blonde planet pocketbook start yell something cab first next thing know start start pull hair i'm blow attack whistle thingy three cab show i'm go get cab tackle hit head kerb cut lip whistle...oh...everybody fun party people eat dip,RACHEL,Others
2805,much gonna cost,RACHEL,PHOEBE
2806,wait please don’t go i’ve get porn,MONICA,JOEY
2807,thanks million,Others,CHANDLER
2808,yeah know uh tried,ROSS,CHANDLER
2809,can't believe i'm hearing,PHOEBE,PHOEBE
2810,rach y'know see naked time want,ROSS,ROSS
2811,knew,CHANDLER,CHANDLER
2812,terry know work long wondering think would possible get advance salary,RACHEL,MONICA
2813,oooooh,ROSS,Others
2814,oh,Others,PHOEBE
2815,sure i’ll sit next trans-sexual purchasing,RACHEL,Others
2816,ahhhh you’re mary-angela,CHANDLER,CHANDLER
2817,um even little bit,PHOEBE,MONICA
2818,ross didn’t tell,RACHEL,RACHEL
2819,oh god honey i'm sorry,RACHEL,RACHEL
2820,come guy nothing lose everything lose want lose everything everything,PHOEBE,RACHEL
2821,oh think,MONICA,PHOEBE
2822,ooh kathy’s play,PHOEBE,PHOEBE
2823,well let ask question ultimate fighting champion,Others,Others
2824,yes would shut-down,MONICA,CHANDLER
2825,joey’s ask you’ve ruin first book he’s ever love didn’t star jack nicholson,ROSS,PHOEBE
2826,nothing ok everything think we're call wedding,Others,ROSS
2827,yeah right let’s go,JOEY,RACHEL
2828,okay,CHANDLER,RACHEL
2829,that's,ROSS,ROSS
2830,i'm serve,RACHEL,MONICA
2831,mean,RACHEL,ROSS
2832,hand still wet,ROSS,MONICA
2833,tell phone,Others,CHANDLER
2834,oh amazing love making,JOEY,RACHEL
2835,hello,Others,ROSS
2836,game want job,Others,MONICA
2837,sorry,CHANDLER,Others
2838,there's five hundred extra dollar account,PHOEBE,ROSS
2839,chandler there’s guy right,RACHEL,ROSS
2840,oh ohh oh,JOEY,RACHEL
2841,can't catch break,ROSS,MONICA
2842,mean fun know fantasy type thing,RACHEL,PHOEBE
2843,come,JOEY,ROSS
2844,oh god kindergarten flashback,CHANDLER,MONICA
2845,feel like hold back,JOEY,JOEY
2846,ok pheebs know ritual first place,RACHEL,ROSS
2847,right,ROSS,CHANDLER
2848,apartment juice,RACHEL,ROSS
2849,really that's heard say,CHANDLER,MONICA
2850,don’t know can’t tell ever go back quickly,CHANDLER,JOEY
2851,mean woman capable talk anything else sex,RACHEL,CHANDLER
2852,that’s crap sister brown bird good go,ROSS,ROSS
2853,wow what-what think want,JOEY,PHOEBE
2854,smidge,ROSS,Others
2855,okay okay get,CHANDLER,RACHEL
2856,hello oh hi wendy yeah eight o'clock say ten dollar hour ok great right i'll see bye,MONICA,MONICA
2857,hi,RACHEL,Others
2858,ginger i’m talk ginger,CHANDLER,MONICA
2859,monica's right swing dance tricky i'm gonna use phone gotta cancel five giant teddy bear send emily god think massacre,ROSS,ROSS
2860,right i’m gonna show something lot guy don’t know rach give pad please right now…,MONICA,ROSS
2861,sure listen thanks way,CHANDLER,JOEY
2862,christmas cookie,MONICA,CHANDLER
2863,wait uh kiss situation,CHANDLER,JOEY
2864,okay,PHOEBE,RACHEL
2865,hey miss,Others,Others
2866,i’d really prefer mountain bike,JOEY,Others
2867,oh god i'm late,Others,RACHEL
2868,alright,ROSS,ROSS
2869,ran vlad place sell big fish say play lot umm,Others,JOEY
2870,know,RACHEL,RACHEL
2871,hey i'm comin,JOEY,ROSS
2872,oh he's kinda guy talk he's listening y'know say yeah understand really wonder look like naked,PHOEBE,PHOEBE
2873,um yes cause phoebe know either,PHOEBE,MONICA
2874,oh hey hey get,ROSS,ROSS
2875,janice call janice,PHOEBE,CHANDLER
2876,believe go someone get divorce i'm grow,CHANDLER,ROSS
2877,well go uh get beverage nice nice uh meeting,ROSS,CHANDLER
2878,hey mine accident right boiler explodes destroys hotel kill dad,JOEY,JOEY
2879,never get smacked,Others,JOEY
2880,hey,JOEY,JOEY
2881,look stand get hurt i’m okay,Others,RACHEL
2882,ross kiss,Others,Others
2883,well i-i might’ve say supergay,JOEY,CHANDLER
2884,oh god,RACHEL,MONICA
2885,actually loser rhyme,CHANDLER,Others
2886,little salami,JOEY,MONICA
