,text,labels,predicted_label
15018,You do realise that's your brother?,CHANDLER,MONICA
15019,"Hey, y'know, Mon, if things wrong out between you and Richard’s son, you’d be able to tell your kids, that you slept with their grandfather.",ROSS,RACHEL
15020,Am I?!,ROSS,JOEY
15021,Yeah.,JOEY,PHOEBE
15022,"Oh, thank you, thanks. So uh, how was your night last night?",ROSS,JOEY
15023,What are you talking about?,Others,JOEY
15024,"yes, yes I did. and I will also say what I'm about to say Vis-à-vis the following Phoebe has never had a serious relationship since her. super-serious relationship with. Vicrum.",ROSS,MONICA
15025,"Ohh, these are pretty good.",ROSS,RACHEL
15026,Joey…,CHANDLER,MONICA
15027,"Yeah but see I have nothing to compare it too. So even if you’re horrible, how would I know?",MONICA,ROSS
15028,"Speaking of Christmas, umm since Monica and I are starting a new business and have like no money, umm, this year maybe we could do secret Santa, and then we each only buy one gift. And-and there’s the added mystery of who gets who.",PHOEBE,MONICA
15029,Oh my god!,MONICA,Others
15030,"Okay, I've got some ugly friends, and they're all available too.",Others,CHANDLER
15031,"Oh my God! You did too? It totally freaked me out, what was that?!",JOEY,ROSS
15032,Because you two were having sex!,JOEY,Others
15033,I’m Irish.,Others,RACHEL
15034,What?,ROSS,JOEY
15035,"All right, all right, we were. We were trying to make a baby. Monica's ovulating.",CHANDLER,Others
15036,"Do you remember the scene with, um, Jabba the Hut? Well Jabba had as, as his prisoner, um, Princess Leia.",ROSS,ROSS
15037,Hey Rach.,PHOEBE,PHOEBE
15038,My kid's in a play right now.,Others,CHANDLER
15039,"All right, maybe it means that too…",ROSS,JOEY
15040,"Okay, Ross, I realise that you didn't expect to walk in and see that, but.. Let me explain, okay?",JOEY,MONICA
15041,"Well he is! Yeah, I mean marriage is all he talks about! My goodness, in fact, I’m the one that’s making him wait!",MONICA,Others
15042,There are no hardware stores open past midnight in the Village.,Others,JOEY
15043,"How about Tony's? If you can finish a 32-ounce steak, it's free.",JOEY,CHANDLER
15044,Sorry.,RACHEL,MONICA
15045,"This bench, it’s hollow! I can’t believe I never knew that! Oh, the presents!!!",RACHEL,ROSS
15046,"Hey, it’s good to see you!",MONICA,ROSS
15047,That's Dudley Moore. I said I wanted it like Demi Moore.,MONICA,Others
15048,Hi.,CHANDLER,MONICA
15049,Ooh! Ah! Okay!,JOEY,ROSS
15050,It’s my joke.,ROSS,MONICA
15051,Oh my God! Oh my God!! That is like the third most prestigious soap opera award there is!,RACHEL,RACHEL
15052,"Oh, you know what, we haven't even looked yet.",RACHEL,RACHEL
15053,"I’m sorry, I guess I just like the pulp.",CHANDLER,ROSS
15054,Get out!,ROSS,MONICA
15055,Oh.,RACHEL,Others
15056,"Okay, fine, fine. You don’t want to believe me? No, that’s fine.",ROSS,Others
15057,"Yeah, that’s our baby.",ROSS,MONICA
15058,"Oh, yeah. Emma's doing great.",ROSS,ROSS
15059,No.,Others,JOEY
15060,What-what do you mean?,ROSS,MONICA
15061,Thank you so much!,Others,ROSS
15062,I don’t see the baby. Where is it?,JOEY,RACHEL
15063,"Oh, I can’t believe this! This sucks! When I had insurance I could get hit by a bus or catch on fire, y’know? And it wouldn’t matter. Now I gotta be careful?!",JOEY,RACHEL
15064,"Spray, count, pat, then turn, spray, count and pat.",ROSS,Others
15065,No.,RACHEL,JOEY
15066,"Yeah, they’re out of town.",Others,PHOEBE
15067,"Hey, Mr Philips, nice suit!",RACHEL,MONICA
15068,Joey…he’s not even thinking about going after Rachel!,MONICA,ROSS
15069,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",CHANDLER,MONICA
15070,"Ooh, so close.",JOEY,CHANDLER
15071,"Okay, just to be clear comedy with the plates will not be well recieved. <pinches Ross' arm>",MONICA,MONICA
15072,"Oh, I'd like that.",PHOEBE,CHANDLER
15073,"What if we don't find him somebody else? We'll just tell her the date's off, but we don't tell Ross, and he goes to the restaurant and gets stood up!",PHOEBE,MONICA
15074,What is it?,PHOEBE,RACHEL
15075,No I didn't.,Others,JOEY
15076,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",RACHEL,JOEY
15077,"I'm sorry, I don't understand what you just said.",MONICA,CHANDLER
15078,Emma left her stuffed t-rex at my house. You know she can’t sleep without it.,ROSS,Others
15079,"Welcome to New York City! Or should I say ""ghe deu flooff New York City""?",JOEY,CHANDLER
15080,Sure!,CHANDLER,RACHEL
15081,"Oh, is that funny?! Oh, you-you find that funny?! Well maybe Chandler should know some of your secrets too!",ROSS,Others
15082,Okey-dokey!,ROSS,MONICA
15083,"Wow! Big day huh? People moving in, people getting annulled…",PHOEBE,CHANDLER
15084,They do?,CHANDLER,PHOEBE
15085,I just have one question!,JOEY,ROSS
15086,I just had the hardest day. Those bags are so heavy.,Others,Others
15087,Then tell him quickly.,ROSS,JOEY
15088,"We just finished this magnificent Thanksgiving dinner. I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",CHANDLER,RACHEL
15089,Because... the night you kissed Rachel was the night I kissed Rachel for the very first time.,ROSS,JOEY
15090,It does in mine!,JOEY,JOEY
15091,"Thank you Joey, thank you so much!",MONICA,CHANDLER
15092,"Well, let's go to a bad one and make out.",Others,RACHEL
15093,"Oh, man! I wouldn't have had breakfast if I knew there was going to be corsages!",JOEY,ROSS
15094,"Congratulations! Ohh, that's great!",Others,CHANDLER
15095,"Hmm? Oh, yeah.",ROSS,JOEY
15096,Hey!,PHOEBE,RACHEL
15097,"Oh, really.",Others,CHANDLER
15098,Cut! Very nice people!,Others,ROSS
15099,That's it?,CHANDLER,MONICA
15100,How many?,MONICA,PHOEBE
15101,"Oh, I'm sorry sir, that was our last piece.",Others,ROSS
15102,"Y'know what, I like Kathy.",MONICA,ROSS
15103,I think that's you.,MONICA,ROSS
15104,Good bye!,RACHEL,MONICA
15105,"You guys! It was bananas, cream, and beef! I-I just cannot believe that you ate that so that I wouldn’t feel bad!",RACHEL,CHANDLER
15106,"Right behind you, big guy!",CHANDLER,RACHEL
15107,And to knowing that your career doesn't mean everything.,PHOEBE,RACHEL
15108,"So, did I hear Poconos?",MONICA,CHANDLER
15109,Did you eat all the neighbor candy?!,MONICA,JOEY
15110,This one right here.,JOEY,JOEY
15111,"And, I want you to remember that I gave you twenty seven dollars. No strings attached. Now, if you can't remember that, I think we should write it down—let's write it down!",CHANDLER,Others
15112,"Okay! All right! Now, Chandler you-you wanna live with Monica, right?",ROSS,RACHEL
15113,"No... no! And yet it did. Good-bye, Janice.",CHANDLER,Others
15114,"But, Elizabeth and I are-are both adults and so I don’t think there’s really anything you can do about it.",ROSS,CHANDLER
15115,What?,MONICA,MONICA
15116,"...if you tell me, I might do it.",RACHEL,ROSS
15117,Hi! Phoebe.,RACHEL,JOEY
15118,Wh——Why don’t I tell you over here?,RACHEL,CHANDLER
15119,Cheers!,ROSS,JOEY
15120,Maybe she will. Uh! Why couldn't I have been a Reverend?,MONICA,JOEY
15121,"Phoebe, they didn’t make you pay for those knives, did they?",MONICA,PHOEBE
15122,Oh my!,JOEY,MONICA
15123,"Uh, everyone, this is Chandler! My roommate and lead singer of our band!",ROSS,CHANDLER
15124,What?! You say that to kids?!!,RACHEL,JOEY
15125,"Well then that's it. And if George and Adelaide can't accept that, then the hell with them. Look, if my parents didn't want me to marry you, no way that would have stopped me. Look, this is your wedding. Do it.",ROSS,JOEY
15126,On your dresser.,PHOEBE,RACHEL
15127,So…,Others,JOEY
15128,"All right. All right, all right, all right, all right, I know it's stupid! I will go see him this afternoon, and I will just put an end to it!",RACHEL,RACHEL
15129,"No, I just mean that, you know, first impressions don't mean anything. And I-I think you're a really good guy and I'm sorry that I misjudged you.",RACHEL,CHANDLER
15130,"No, I ran. It was really far, and when did people stop understanding the phrase, ""Get the hell out of my way!""",ROSS,MONICA
15131,Ohh yeah.,JOEY,RACHEL
15132,I could teach you a speech that I memorized for auditions.,JOEY,CHANDLER
15133,I couldn't even if I wanted too.,JOEY,CHANDLER
15134,Hm-mmm.,RACHEL,JOEY
15135,Hey!,Others,RACHEL
15136,"Uh-huh, and a little seed money for the party.",PHOEBE,ROSS
15137,Oooh it’s getting close!,Others,JOEY
15138,"Because I just didn't know how much I wanted it. And I love you, and I wanted to live with you.",PHOEBE,RACHEL
15139,"Oh really? Uh, Monica said she had a date at 9",CHANDLER,JOEY
15140,"Soooooo... you are now looking at Dr. Drake Ramore, neurosurgeon, recurring in at least four episodes!",JOEY,CHANDLER
15141,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",JOEY,CHANDLER
15142,Yeah.,CHANDLER,Others
15143,Can you people not see me?!,CHANDLER,PHOEBE
15144,Oh my God!,ROSS,JOEY
15145,W-w-wh-... wha-... w-w-w-...,MONICA,Others
15146,"Well, it's like that. With feelings.",MONICA,Others
15147,Okay! All right! Yeah! ‘Cause I just can’t picture it.,PHOEBE,ROSS
15148,This is the New York Times.,CHANDLER,RACHEL
15149,"Huh. But still Ross, you’re worst day with two women, pretty much better than any other day! Y’know what I mean?",JOEY,PHOEBE
15150,"Oh, go on! You telling people about me?",RACHEL,RACHEL
15151,What—But you saw the show!,JOEY,CHANDLER
15152,"No Mon that's not the point. I'm out a thousand dollars, I'm all scratched up, and I'm stuck with this stupid cat that looks like a hand!",RACHEL,MONICA
15153,"Hey, what’s going on?",ROSS,JOEY
15154,What do I do now?,ROSS,CHANDLER
15155,"Yeah, but that was different. Y’know? I mean, we were, we were going out then, now I think it’s weird.",RACHEL,JOEY
15156,You need to learn some new slang.,RACHEL,MONICA
15157,I'm sorry too.,CHANDLER,PHOEBE
15158,"Yeah I know, guess who beeped him?",CHANDLER,RACHEL
15159,"Thank you, Ross.",CHANDLER,RACHEL
15160,"Well okay Jerry, thanks for stopping by.",CHANDLER,PHOEBE
15161,"I was really upset about Rachel and Paolo, and I think I had too much tequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y'know, and- But nothing happened, nothing- Ask Joey, Joey, uh, came in-",ROSS,PHOEBE
15162,"No! No! Of course it didn’t mean anything! I mean, uh well, I can understand why Emily would think it meant something, y’know, because-because it was you…",ROSS,ROSS
15163,Okay. Is it a kind of hot sandwich?,PHOEBE,ROSS
15164,"Oh good, okay, I can't take it anymore. I can't take it anymore. So you win, okay? Here! Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today, Tom Jones, he wants his pants back! And Hornswoggle? What are you dating a character from Fraggile Rock?!",CHANDLER,JOEY
15165,"see ordinarily I would talk to her, but my confidence is shaken did I sleep with her? Did I not sleep with her?",JOEY,JOEY
15166,"oh, well, Ross probably has it, you can get it from him later.",PHOEBE,Others
15167,Rach?,PHOEBE,Others
15168,I’ll hold you close in my arms. I can’t resist your charms. And love....,CHANDLER,PHOEBE
15169,"Hey, have you seen Rachel?",MONICA,JOEY
15170,"Well, spring vacation is doing nice things with your grandparents. Spring break you’re doing frat guys.",MONICA,MONICA
15171,"Yeah, I don't know why, I'm sorry, I guess I just didn't want to lose face.",Others,MONICA
15172,"I'm sorry, I got a little occupied.",CHANDLER,MONICA
15173,Sorry.,CHANDLER,MONICA
15174,I would sooner die in this hellhole then see her back with you!,JOEY,RACHEL
15175,"Why, why not?",RACHEL,JOEY
15176,Uh-huh!,PHOEBE,PHOEBE
15177,Ohh... that wouldn't by any chance be... Joey Tribbiani?,MONICA,CHANDLER
15178,Well I think it’s safe to say that our friendship is effectively ruined.,CHANDLER,MONICA
15179,Hi Monica.,PHOEBE,PHOEBE
15180,"Look, can I just stop you right there for a second? When people do this I don’t really know what that means. You were saying?",JOEY,PHOEBE
15181,Breathe.,Others,RACHEL
15182,I don’t have ten minutes!!,RACHEL,PHOEBE
15183,I’m not feeling it.,JOEY,Others
15184,"Oh sweetie, I'm so proud of you!",MONICA,JOEY
15185,"Oh. Hey, who's Carl?",ROSS,MONICA
15186,Why would you leave your Belgian waffle in the hall?,PHOEBE,Others
15187,Isn’t this great?!,Others,MONICA
15188,"Phoebe, we lost half of them.",MONICA,MONICA
15189,I don’t think so.,Others,JOEY
15190,"Rach, look! Oh, hi! Where is my strong Ross Skywalker to come rescue me. There he is.",PHOEBE,JOEY
15191,"Oh, okay!",RACHEL,JOEY
15192,"O-okay. So, is she gonna take the test?",CHANDLER,RACHEL
15193,No.,MONICA,CHANDLER
15194,Okay.,PHOEBE,PHOEBE
15195,That’s okay.,ROSS,Others
15196,"Please, I'm not going for anything.",MONICA,MONICA
15197,"Honey, he’s about to go hit on Isabella Rosselini. I’m just sorry we don’t got popcorn.",RACHEL,JOEY
15198,What?!,RACHEL,ROSS
15199,"No! No. But ah, try the classifieds, people sell everything in there.",JOEY,JOEY
15200,Huh. What if I was sweeping a chimney?,JOEY,MONICA
15201,"I don’t know, you thought ‘See you Saturday’ was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",RACHEL,ROSS
15202,"Oh, I can not believe you didn’t tell me!",RACHEL,CHANDLER
15203,"God, Monica it’s on the ceiling.",RACHEL,ROSS
15204,Yeah.,ROSS,JOEY
15205,"Uh, she’s with me. Dr. Drake Remoray.",JOEY,JOEY
15206,"Oh Joey, we’ve heard the specials three times! Okay? There’s prime rib, mahi mahi, and a very special lobster ravioli.",PHOEBE,CHANDLER
15207,Yeah.,ROSS,ROSS
15208,"Come on honey, let's go drink our body weight.",Others,PHOEBE
15209,I missed this.,Others,ROSS
15210,"Umm, you might even say that she pulled a Monica.",PHOEBE,JOEY
15211,I guess so.,ROSS,JOEY
15212,All right fine! But I’m only doing this for you!,CHANDLER,ROSS
15213,"Ohh, God, I just got so nervous that he would say no.",RACHEL,CHANDLER
15214,Yeah.,ROSS,ROSS
15215,"Kind of inappropriate, don't you think?",ROSS,PHOEBE
15216,M!,Others,PHOEBE
15217,"Let's see, 1939... yeah, 24, 25?",MONICA,PHOEBE
15218,"Chandler!!! Chandler!!! Chandler, I saw what you were doing through the window! Chandler, I saw what you were doing to my sister! Now get out here!",ROSS,PHOEBE
15219,Thanks.,CHANDLER,CHANDLER
15220,"No, it’s okay. We’re-we’re gonna have three kids! And that’s-that’s a different kind of dream. Three kids and no money.",Others,ROSS
15221,And that's... how... it's done!,CHANDLER,RACHEL
15222,"Aw come on Joey, it's easy. Y'know, it's hand, hand, head, head, up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",Others,PHOEBE
15223,"Yeah, a lot. A lot, a lot!",MONICA,JOEY
15224,You do?,Others,ROSS
15225,You just said…,PHOEBE,CHANDLER
15226,Oh.,Others,RACHEL
15227,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",ROSS,RACHEL
15228,Hey! I sold that to Joey.,MONICA,Others
15229,"You sure they haven't gone bad? You're sure they're not very, very bad?",Others,ROSS
15230,"Uh...no. No, no, in fact, you're not having a boy.",RACHEL,Others
15231,"All right! I'm putting it out, I'm putting it out.",CHANDLER,ROSS
15232,I do love Mike.,PHOEBE,ROSS
15233,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",ROSS,Others
15234,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.",ROSS,PHOEBE
15235,"But y’know umm, Rachel doesn’t rhyme with draddle.",RACHEL,Others
